model,brand_name,price,price_original,price_currency,price_idr,rating,processor,processor_brand,processor_series,processor_score,processor_level,ram,ram_num,ram_class,memory_type,memory_size,storage_class,gpu_brand,gpu_type,gpu_score,gpu_level,os,os_family,display_size,display_class,resolution_height,resolution_width,resolution_class,touch_screen,touchscreen_label,warranty,warranty_class,price_class,label_kebutuhan,predicted_label,prediction_confidence,alasan_label,prob_administrasi_perkantoran,prob_desain_grafis,prob_editing_video,prob_programming
Asus TUF Gaming A15 2024 FA507UV-LP136WS Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Asus,114980,114980,INR,21846200,4.65,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9717,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0283,0.9717,0.0
Asus TUF Gaming A14 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Asus,177990,177990,INR,33818100,4.4,AMD Ryzen 9 AI HX 370,AMD,Ryzen 9,5,Premium,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Asus TUF Gaming A16 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Asus,199990,199990,INR,37998100,4.25,AMD Ryzen 9 AI HX 370,AMD,Ryzen 9,5,Premium,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,1920,1080,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
HP Envy x360 15-fh0031AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),HP,72490,72490,INR,13773100,4.05,7th Gen AMD Ryzen 5 7530U,AMD,Ryzen 5,3,Mid,16 GB LPDDR4x RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,True,Yes,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook 15 X1504ZA-NJ540WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,50990,50990,INR,9688100,4.6,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Aspire 3 A324-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,29990,29990,INR,5698100,4.1,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Asus ROG Zephyrus G14 GA403UV-QS085WS Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB RTX 4060 Graph),Asus,164990,164990,INR,31348100,4.55,8th Gen AMD Ryzen 9 8945HS,AMD,Ryzen 9,5,Premium,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,14.0,Medium,2880,1800,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
HP Victus 15-fa1332tx Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ RTX 4050),HP,89990,89990,INR,17098100,4.35,13th Gen Intel Core i7 13620H,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9986,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0014,0.9986,0.0
Dell Vostro 3530 VN3530602PF001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,48990,48990,INR,9308100,4.55,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Dell Vostro 3530 VN3530KCKC9001ORB1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,54490,54490,INR,10353100,4.3,13th Gen Intel Core i5 1334U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 1TB SSD/ Win11/ 4GB RTX 2050),Acer,56999,56999,INR,10829810,4.6,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Acer ‎AL15G-52 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graphics),Acer,59990,59990,INR,11398100,4.25,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Victus 15-FA0888TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,66990,66990,INR,12728100,4.2,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP 14-ew1074TU Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),HP,82490,82490,INR,15673100,4.7,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,2560,1600,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo LOQ 2024 ‎15AHP9 83DX0006IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,90190,90190,INR,17136100,4.35,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9569,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0431,0.9569,0.0
Lenovo LOQ 2024 ‎15AHP9 83DX000MIN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Lenovo,115490,115490,INR,21943100,4.65,8th Gen AMD Ryzen 7 8845HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9972,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0028,0.9972,0.0
HP Victus 15-fa1312TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),HP,58990,58990,INR,11208100,4.05,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Lenovo IdeaPad Flex 5 14ALC7 82R900FYIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,63990,63990,INR,12158100,4.15,5th Gen AMD Ryzen 7 5700U,AMD,Ryzen 7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook S 15 OLED 2024 S5506MA-MA752WS Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),Asus,96990,96990,INR,18428100,4.45,Intel Core Ultra 7 Series 1 155H,Intel,Core Ultra 7,4,High,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,2880,1620,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Modern 15 B12MO-815IN Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home),MSI,52990,52990,INR,10068100,4.7,12th Gen Intel Core i7 1255U,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Asus Vivobook S 15 OLED 2024 S5506MA-MA552WS Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11),Asus,91990,91990,INR,17478100,4.45,Intel Core Ultra 5 125H,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5X RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,2880,1620,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Prestige 14 AI Studio C1UDXG-030IN Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 6 GB Graphics),MSI,114990,114990,INR,21848100,4.75,Intel Core Ultra 7 155H,Intel,Core Ultra 7,4,High,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,2,2 Years,High,Editing Video,Editing Video,0.9999,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0001,0.9999,0.0
MSI Prestige 14 AI Evo C1MG-050IN Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11 Home),MSI,82990,82990,INR,15768100,4.35,1st Gen Intel Core Ultra 5 125H,Intel,Core Ultra 5,3,Mid,16 GB DDR5 RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,2,2 Years,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
MSI Modern 15 B12MO-816IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),MSI,49990,49990,INR,9498100,4.4,12th Gen Intel Core i7 1255U,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Microsoft Surface Pro 11 2024 Laptop (Snapdragon X Plus/ 16GB/ 256GB SSD/ Win11),Microsoft,113990,113990,INR,21658100,4.4,Qualcomm Snapdragon X Plus,Qualcomm,Snapdragon,2,Basic,16 GB LPDDR5x RAM,16,High,SSD,256,Basic,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,13.0,Small,2880,1920,Full HD,True,Yes,1,1 Year,High,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Microsoft Surface Laptop 7 (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),Microsoft,150990,150990,INR,28688100,4.5,Qualcomm Snapdragon X Elite,Qualcomm,Snapdragon,2,Basic,16 GB ‎LPDDR5x RAM,16,High,SSD,512,Standard,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,13.8,Small,2304,1536,Full HD,True,Yes,1,1 Year,Premium,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Microsoft Surface Pro 11 Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),Microsoft,161990,161990,INR,30778100,4.65,Qualcomm Snapdragon X Elite,Qualcomm,Snapdragon,2,Basic,16 GB LPDDR5x RAM,16,High,SSD,512,Standard,Qualcomm,Integrated,1,Integrated Basic,Windows 11,Windows,13.0,Small,2880,1920,Full HD,True,Yes,1,1 Year,Premium,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Lenovo Yoga 7 14ARP8 82YM0075IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,94890,94890,INR,18029100,4.1,7th Gen AMD Ryzen 7 7735U,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo LOQ 83GS000PIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),Lenovo,70990,70990,INR,13488100,4.0,12th Gen Intel Core i5 12450HX,Intel,Core i5,3,Mid,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP ZBook Power G10 8L147PA Laptop (13th Gen Core i9/ 32 GB/ 1TB SSD/ Win11/ 8GB Graphics),HP,284990,284990,INR,54148100,4.1,13th Gen Intel Core i9 13900H,Intel,Core i9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Dell Inspiron 3535 Laptop (AMD Ryzen R7 5700U/ 16GB/ 512GB SSD/ Win11),Dell,47990,47990,INR,9118100,4.15,5th Gen AMD Ryzen 7 5700U,AMD,Ryzen 7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo IdeaPad Flex 5 14ALC7 82R9005JIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,58190,58190,INR,11056100,4.4,5th Gen AMD Ryzen 5 5500U,AMD,Ryzen 5,3,Mid,16 GB LPDDR4X RAM,16,High,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP Victus 15-FA1279TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),HP,78490,78490,INR,14913100,4.0,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,High,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Acer Aspire ‎AL15G- 52 Gaming Laptop (12th Gen Core i5-12450H / 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),Acer,52990,52990,INR,10068100,4.75,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Omen 16-wf0148TX Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,136600,136600,INR,25954000,4.0,13th Gen Intel Core i9 13900HX,Intel,Core i9,5,Premium,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.1,Large,2560,1440,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Lenovo Legion 7 16IRX9 83FD000YIN Gaming Laptop (14th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 4060 Graph),Lenovo,176990,176990,INR,33628100,4.6,14th Gen Intel Core i9 14900HX,Intel,Core i9,5,Premium,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,4,Dedicated High,Windows 11,Windows,16.0,Large,3200,2000,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 512GB SSD/ Win11/ 4GB RTX 2050),Acer,53999,53999,INR,10259810,4.15,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Pavilion Plus ‎16-ab0016TX Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX3050 Graphics),HP,105990,105990,INR,20138100,4.25,13th Gen Intel Core i7 13700H,Intel,Core i7,4,High,16 GB LPDDR5x RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9972,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0028,0.9972,0.0
Lenovo Legion Pro 7 16IRX9H 83DE001HIN Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB RTX4080),Lenovo,270190,270190,INR,51336100,4.55,14th Gen Intel Core i9 14900HX,Intel,Core i9,5,Premium,32 GB DDR5 RAM,32,Premium,SSD,1000,Large,NVIDIA,Dedicated,5,Dedicated Premium,Windows 11,Windows,16.0,Large,2560,1600,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
MSI Thin 15 B12UCX-1695IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX 2050 Graph),MSI,51990,51990,INR,9878100,4.0,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
MSI Thin 15 B13UC-1804IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX3050 Graph),MSI,71490,71490,INR,13583100,4.1,13th Gen Intel Core i7 13620H,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,High,Editing Video,Editing Video,0.9983,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0017,0.9983,0.0
MSI Thin 15 B13VE-1802IN Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB RTX4050 Graph),MSI,76990,76990,INR,14628100,4.4,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,High,Desain Grafis,Desain Grafis,0.997,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.997,0.003,0.0
MSI Thin 15 B13UC-1805IN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB  RTX 3050 Graph),MSI,61990,61990,INR,11778100,4.45,13th Gen Intel Core i5 13420H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Dell Inspiron 5330 2024 Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),Dell,86789,86789,INR,16489910,4.65,Intel Core Ultra 5 Series 1 125H,Intel,Core Ultra 5,3,Mid,16 GB LPDDR5x RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,13.3,Small,2560,1600,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Dell 14 Vostro 3420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,49619,49619,INR,9427610,4.0,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP Victus 15-fa0444TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX 3050),HP,66849,66849,INR,12701310,4.7,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
